Language,Pathway,Step/Module,Platform,Course
Python,Machine Learning & AI,Mathematics and Statistics,Udemy,https://www.udemy.com/course/machine-learning-2020-complete-maths-for-machine-learning/
Python,Machine Learning & AI,Mathematics and Statistics,Udemy,https://www.udemy.com/course/mathematics-for-machine-learning/
Python,Machine Learning & AI,Mathematics and Statistics,Coursera,https://www.coursera.org/specializations/mathematics-for-data-science
Python,Machine Learning & AI,Mathematics and Statistics,Coursera,https://www.coursera.org/specializations/mathematics-machine-learning
Python,Machine Learning & AI,Mathematics and Statistics,Coursera,https://www.coursera.org/specializations/discrete-mathematics
Python,Machine Learning & AI,Mathematics and Statistics,Coursera,https://www.coursera.org/learn/linear-algebra-machine-learning
Python,Machine Learning & AI,Mathematics and Statistics,Coursera,https://www.coursera.org/specializations/data-science-statistics-machine-learning
Python,Machine Learning & AI,Mathematics and Statistics,Coursera,https://www.coursera.org/specializations/statistics-with-python
Python,Machine Learning & AI,Cloud Computing,Coursera,https://www.coursera.org/specializations/cloud-computing
Python,Machine Learning & AI,Cloud Computing,Coursera,https://www.coursera.org/specializations/aws-fundamentals
Python,Machine Learning & AI,Cloud Computing,Coursera,https://www.coursera.org/learn/cloud-computing-basics
Python,Machine Learning & AI,Cloud Computing,Coursera,https://www.coursera.org/professional-certificates/cloud-engineering-gcp
Python,Machine Learning & AI,Cloud Computing,Coursera,https://www.coursera.org/learn/introduction-to-cloud
Python,Machine Learning & AI,Cloud Computing,Udemy,https://www.udemy.com/course/introduction-to-cloud-computing-on-amazon-aws-for-beginners/
Python,Machine Learning & AI,Cloud Computing,Udemy,https://www.udemy.com/course/cloud-computing-concepts/
Python,Machine Learning & AI,Cloud Computing,Udemy,https://www.udemy.com/course/introduction-to-cloud-computing-with-amazon-web-services/
Python,Machine Learning & AI,Cloud Computing,Udemy,https://www.udemy.com/course/introduction-to-cloud-computing-with-amazon-web-services/
Python,Machine Learning & AI,Cloud Computing,Udemy,https://www.udemy.com/course/getting-started-with-cloud-computing-level-1/
Python,Machine Learning & AI,Big Data,Udemy,https://www.udemy.com/course/the-ultimate-hands-on-hadoop-tame-your-big-data/
Python,Machine Learning & AI,Big Data,Udemy,https://www.udemy.com/course/spark-and-python-for-big-data-with-pyspark/
Python,Machine Learning & AI,Big Data,Udemy,https://www.udemy.com/course/taming-big-data-with-apache-spark-hands-on/
Python,Machine Learning & AI,Big Data,Udemy,https://www.udemy.com/course/learn-big-data-the-hadoop-ecosystem-masterclass/
Python,Machine Learning & AI,Big Data,Udemy,https://www.udemy.com/course/taming-big-data-with-mapreduce-and-hadoop/
Python,Machine Learning & AI,Big Data,Coursera,https://www.coursera.org/learn/big-data-analysis
Python,Machine Learning & AI,Big Data,Coursera,https://www.coursera.org/learn/analytics-mysql
Python,Machine Learning & AI,Big Data,Coursera,https://www.coursera.org/specializations/python-data-products-for-predictive-analytics
Python,Machine Learning & AI,Big Data,Coursera,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals
Python,Machine Learning & AI,Version Control,Coursera,https://www.coursera.org/learn/version-control-with-git
Python,Machine Learning & AI,Version Control,Coursera,https://www.coursera.org/projects/version-control-of-a-python-project-using-git
Python,Machine Learning & AI,Version Control,Coursera,https://www.coursera.org/learn/introduction-git-github
Python,Machine Learning & AI,Version Control,Coursera,https://www.coursera.org/projects/git-for-developers-using-github
Python,Machine Learning & AI,Version Control,Coursera,https://www.coursera.org/projects/git-and-github
Python,Machine Learning & AI,Version Control,Udemy,https://www.udemy.com/course/learn-git-by-doing-a-step-by-step-guide-to-version-control/
Python,Machine Learning & AI,Version Control,Udemy,https://www.udemy.com/course/github-introduction-to-version-control-and-remote-files/
Python,Machine Learning & AI,Version Control,Udemy,https://www.udemy.com/course/git-smart-learn-git-the-fun-way-with-unity-games/
Python,Machine Learning & AI,Version Control,Udemy,https://www.udemy.com/course/git-and-github-masterclass/
Python,Machine Learning & AI,Version Control,Udemy,https://www.udemy.com/course/git-learning-journey/
Python,Machine Learning & AI,Visualization Tools,Udemy,https://www.udemy.com/course/tableau10/
Python,Machine Learning & AI,Visualization Tools,Udemy,https://www.udemy.com/course/tableau10-advanced/
Python,Machine Learning & AI,Visualization Tools,Udemy,https://www.udemy.com/course/tableau-accelerate-your-career-and-get-certified/
Python,Machine Learning & AI,Visualization Tools,Udemy,https://www.udemy.com/course/powerbi-complete-introduction/
Python,Machine Learning & AI,Visualization Tools,Udemy,https://www.udemy.com/course/microsoft-power-bi-up-running-with-power-bi-desktop/
Python,Machine Learning & AI,Visualization Tools,Coursera,https://www.coursera.org/specializations/data-visualization
Python,Machine Learning & AI,Visualization Tools,Coursera,https://www.coursera.org/learn/analytics-tableau
Python,Machine Learning & AI,Visualization Tools,Coursera,https://www.coursera.org/learn/data-visualization-tableau
Python,Machine Learning & AI,Visualization Tools,Coursera,https://www.coursera.org/projects/power-bi-desktop
Python,Machine Learning & AI,Data Algorithms,Udemy,https://www.udemy.com/course/python-for-data-structures-algorithms-and-interviews/
Python,Machine Learning & AI,Data Algorithms,Udemy,https://www.udemy.com/course/algorithms-and-data-structures-in-python/
Python,Machine Learning & AI,Data Algorithms,Udemy,https://www.udemy.com/course/python-programming-algorithms-data-structures/
Python,Machine Learning & AI,Data Algorithms,Udemy,https://www.udemy.com/course/learning-data-structures-algorithms-in-python-from-scratch/
Python,Machine Learning & AI,Data Algorithms,Udemy,https://www.udemy.com/course/data-structures-algorithms-in-python/
Python,Machine Learning & AI,Data Algorithms,Coursera,https://www.coursera.org/specializations/data-structures-algorithms
Python,Machine Learning & AI,Data Algorithms,Coursera,https://www.coursera.org/learn/python-data
Python,Machine Learning & AI,Data Algorithms,Coursera,https://www.coursera.org/learn/computational-thinking-problem-solving
Python,Machine Learning & AI,Data Algorithms,Coursera,https://www.coursera.org/specializations/computer-fundamentals
Python,Machine Learning & AI,Deep Learning,Coursera,https://www.coursera.org/specializations/deep-learning
Python,Machine Learning & AI,Deep Learning,Coursera,https://www.coursera.org/professional-certificates/tensorflow-in-practice
Python,Machine Learning & AI,Deep Learning,Coursera,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp
Python,Machine Learning & AI,Deep Learning,Coursera,https://www.coursera.org/learn/introduction-tensorflow
Python,Machine Learning & AI,Deep Learning,Coursera,https://www.coursera.org/learn/deep-neural-networks-with-pytorch
Python,Machine Learning & AI,Deep Learning,Udemy,https://www.udemy.com/course/deeplearning/
Python,Machine Learning & AI,Deep Learning,Udemy,https://www.udemy.com/course/complete-guide-to-tensorflow-for-deep-learning-with-python/
Python,Machine Learning & AI,Deep Learning,Udemy,https://www.udemy.com/course/data-science-deep-learning-in-python/
Python,Machine Learning & AI,Deep Learning,Udemy,https://www.udemy.com/course/pytorch-for-deep-learning-with-python-bootcamp/
Python,Machine Learning & AI,Deep Learning,Udemy,https://www.udemy.com/course/pytorch-for-deep-learning-and-computer-vision/
